"Protein_ID","UniProt_ID","Identity","Alignment_length","E_value","Bit_score","UniProt_accession"
"OBW67198.1","tr|A0ABR0TAB3|A0ABR0TAB3_AURPU",72.3,1384,0,1976,"A0ABR0TAB3"
"OBW67201.1","tr|A0ABR0TA33|A0ABR0TA33_AURPU",81.7,813,0,1397,"A0ABR0TA33"
"OBW67207.1","tr|A0ABR0TDY8|A0ABR0TDY8_AURPU",95.1,1129,0,2155,"A0ABR0TDY8"
"OBW67211.1","tr|A0ABR0TDX8|A0ABR0TDX8_AURPU",86.4,545,0,921,"A0ABR0TDX8"
"OBW67230.1","tr|A0ABR0TKS8|A0ABR0TKS8_AURPU",74.8,469,8.25e-267,730,"A0ABR0TKS8"
"OBW67231.1","tr|A0ABR0TKS7|A0ABR0TKS7_AURPU",86.2,551,0,977,"A0ABR0TKS7"
"OBW67246.1","tr|A0ABR0T685|A0ABR0T685_AURPU",91.7,301,7.2e-205,568,"A0ABR0T685"
"OBW67300.1","tr|A0ABR0T8B3|A0ABR0T8B3_AURPU",82.7,312,1.4e-197,551,"A0ABR0T8B3"
"OBW67311.1","tr|A0ABR0TDF7|A0ABR0TDF7_AURPU",95.1,304,1.05e-210,577,"A0ABR0TDF7"
"OBW67314.1","tr|A0ABR0TW56|A0ABR0TW56_AURPU",84.5,826,0,1398,"A0ABR0TW56"
"OBW67339.1","tr|A0ABR0TUS1|A0ABR0TUS1_AURPU",94.9,653,0,1195,"A0ABR0TUS1"
"OBW67384.1","tr|A0ABR0TI04|A0ABR0TI04_AURPU",87.3,481,0,888,"A0ABR0TI04"
"OBW67396.1","tr|A0ABR0T5F9|A0ABR0T5F9_AURPU",71.7,304,1.39e-156,439,"A0ABR0T5F9"
"OBW67422.1","tr|A0ABR0TV53|A0ABR0TV53_AURPU",96.2,920,0,1754,"A0ABR0TV53"
"OBW67436.1","tr|A0ABR0TIP6|A0ABR0TIP6_AURPU",72.7,906,0,1146,"A0ABR0TIP6"
"OBW67481.1","tr|A0ABR0T9N6|A0ABR0T9N6_AURPU",88.9,270,1.85e-179,496,"A0ABR0T9N6"
"OBW67507.1","tr|A0ABR0TJS9|A0ABR0TJS9_AURPU",90.2,295,3.62e-199,546,"A0ABR0TJS9"
"OBW67520.1","tr|A0ABR0T5K4|A0ABR0T5K4_AURPU",84.4,493,0,871,"A0ABR0T5K4"
"OBW67525.1","tr|A0ABR0T676|A0ABR0T676_AURPU",90.4,313,6.72e-207,577,"A0ABR0T676"
"OBW67553.1","tr|A0ABR0TNQ7|A0ABR0TNQ7_AURPU",97.3,370,3.1e-268,726,"A0ABR0TNQ7"
"OBW67581.1","tr|A0ABR0TD84|A0ABR0TD84_AURPU",85.8,613,0,1037,"A0ABR0TD84"
"OBW67593.1","tr|A0ABR0TRL5|A0ABR0TRL5_AURPU",80.8,426,1.89e-257,715,"A0ABR0TRL5"
"OBW67598.1","tr|A0ABR0TUL4|A0ABR0TUL4_AURPU",88.4,276,1.65e-177,504,"A0ABR0TUL4"
"OBW67608.1","tr|A0ABR0TST6|A0ABR0TST6_AURPU",92.2,658,0,1104,"A0ABR0TST6"
"OBW67618.1","tr|A0ABR0TR46|A0ABR0TR46_AURPU",90.4,689,0,1231,"A0ABR0TR46"
"OBW67631.1","tr|A0ABR0TM98|A0ABR0TM98_AURPU",70.5,1193,0,1615,"A0ABR0TM98"
"OBW67642.1","tr|A0ABR0TAD3|A0ABR0TAD3_AURPU",86,413,3.95e-251,697,"A0ABR0TAD3"
"OBW67647.1","tr|A0ABR0TAV3|A0ABR0TAV3_AURPU",84.6,415,3.87e-253,698,"A0ABR0TAV3"
"OBW67654.1","tr|A0ABR0TAW5|A0ABR0TAW5_AURPU",87.3,1400,0,2288,"A0ABR0TAW5"
"OBW67666.1","tr|A0ABR0TN14|A0ABR0TN14_AURPU",90.2,246,1.35e-166,459,"A0ABR0TN14"
"OBW67667.1","tr|A0ABR0TNI6|A0ABR0TNI6_AURPU",92.4,210,2.77e-146,406,"A0ABR0TNI6"
"OBW67669.1","tr|A0ABR0TMU8|A0ABR0TMU8_AURPU",92.3,235,6.71e-159,446,"A0ABR0TMU8"
"OBW67747.1","tr|A0ABR0TCX4|A0ABR0TCX4_AURPU",78.6,276,8.25e-164,474,"A0ABR0TCX4"
"OBW67759.1","tr|A0ABR0T6S0|A0ABR0T6S0_AURPU",86.7,558,1.79e-236,660,"A0ABR0T6S0"
"OBW67796.1","tr|A0ABR0TPU8|A0ABR0TPU8_AURPU",86.6,1078,0,1855,"A0ABR0TPU8"
"OBW67814.1","tr|A0ABR0TK42|A0ABR0TK42_AURPU",78,372,9.82e-211,580,"A0ABR0TK42"
"OBW67823.1","tr|A0ABR0TIT3|A0ABR0TIT3_AURPU",89,344,5.63e-214,626,"A0ABR0TIT3"
"OBW67830.1","tr|A0ABR0TEU8|A0ABR0TEU8_AURPU",95.5,1038,0,2104,"A0ABR0TEU8"
"OBW67839.1","tr|A0ABR0THY8|A0ABR0THY8_AURPU",82.3,412,1.27e-209,620,"A0ABR0THY8"
"OBW67852.1","tr|A0ABR0T6Z4|A0ABR0T6Z4_AURPU",82.4,336,1.54e-186,516,"A0ABR0T6Z4"
"OBW67874.1","tr|A0ABR0TUJ2|A0ABR0TUJ2_AURPU",86.5,362,4.28e-209,589,"A0ABR0TUJ2"
"OBW67882.1","tr|A0ABR0TSV4|A0ABR0TSV4_AURPU",96.5,345,1.65e-236,659,"A0ABR0TSV4"
"OBW67928.1","tr|A0ABR0TKF9|A0ABR0TKF9_AURPU",71.3,711,0,1013,"A0ABR0TKF9"
"OBW67951.1","tr|A0ABR0TFK1|A0ABR0TFK1_AURPU",91.4,451,3.87e-309,840,"A0ABR0TFK1"
"OBW67955.1","tr|A0ABR0TEK6|A0ABR0TEK6_AURPU",71.5,2057,0,2774,"A0ABR0TEK6"
"OBW67960.1","tr|A0ABR0T4H1|A0ABR0T4H1_AURPU",70.7,525,4.79e-280,786,"A0ABR0T4H1"
"OBW67963.1","tr|A0ABR0TIM4|A0ABR0TIM4_AURPU",86.1,667,0,1190,"A0ABR0TIM4"
"OBW67966.1","tr|A0ABR0TSD4|A0ABR0TSD4_AURPU",95,261,2.74e-178,501,"A0ABR0TSD4"
"OBW67968.1","tr|A0ABR0TT11|A0ABR0TT11_AURPU",80.3,249,1.29e-117,336,"A0ABR0TT11"
"OBW67973.1","tr|A0ABR0TKR5|A0ABR0TKR5_AURPU",82,355,7.48e-219,613,"A0ABR0TKR5"
"OBW67986.1","tr|A0ABR0TIJ4|A0ABR0TIJ4_AURPU",78,945,0,1412,"A0ABR0TIJ4"
"OBW68003.1","tr|A0ABR0TIQ8|A0ABR0TIQ8_AURPU",97.2,290,4.33e-208,590,"A0ABR0TIQ8"
"OBW68009.1","tr|A0ABR0TU60|A0ABR0TU60_AURPU",75,636,0,962,"A0ABR0TU60"
"OBW68010.1","tr|A0ABR0TUB9|A0ABR0TUB9_AURPU",78.4,394,1.24e-217,606,"A0ABR0TUB9"
"OBW68013.1","tr|A0ABR0TUA5|A0ABR0TUA5_AURPU",91.5,425,1.14e-294,799,"A0ABR0TUA5"
"OBW68017.1","tr|A0ABR0TUS6|A0ABR0TUS6_AURPU",85.1,255,3.95e-159,450,"A0ABR0TUS6"
"OBW68038.1","tr|A0ABR0TLL0|A0ABR0TLL0_AURPU",89.1,607,0,1049,"A0ABR0TLL0"
"OBW68042.1","tr|A0ABR0TMF0|A0ABR0TMF0_AURPU",88,831,0,1360,"A0ABR0TMF0"
"OBW68055.1","tr|A0ABR0TF73|A0ABR0TF73_AURPU",74.5,235,1.39e-125,353,"A0ABR0TF73"
"OBW68075.1","tr|A0ABR0TSL5|A0ABR0TSL5_AURPU",82.5,497,2.04e-246,681,"A0ABR0TSL5"
"OBW68083.1","tr|A0ABR0T670|A0ABR0T670_AURPU",82.6,390,4.37e-223,613,"A0ABR0T670"
"OBW68086.1","tr|A0ABR0T7I0|A0ABR0T7I0_AURPU",94.5,1181,0,2064,"A0ABR0T7I0"
"OBW68104.1","tr|A0ABR0TKG2|A0ABR0TKG2_AURPU",89.1,423,9.61e-260,707,"A0ABR0TKG2"
"OBW68105.1","tr|A0ABR0TJY4|A0ABR0TJY4_AURPU",88.7,212,3.03e-136,388,"A0ABR0TJY4"
"OBW68149.1","tr|A0ABR0TN86|A0ABR0TN86_AURPU",77.3,247,9.62e-142,399,"A0ABR0TN86"
"OBW68158.1","tr|A0ABR0TSC1|A0ABR0TSC1_AURPU",83,358,1.15e-210,579,"A0ABR0TSC1"
"OBW68171.1","tr|A0ABR0TL21|A0ABR0TL21_AURPU",86.7,907,0,1660,"A0ABR0TL21"
"OBW68174.1","tr|A0ABR0TLB6|A0ABR0TLB6_AURPU",72.7,1282,0,1815,"A0ABR0TLB6"
"OBW68202.1","tr|A0ABR0TGT6|A0ABR0TGT6_AURPU",77,365,6.94e-203,580,"A0ABR0TGT6"
"OBW68203.1","tr|A0ABR0TFP5|A0ABR0TFP5_AURPU",79.5,365,1.58e-208,572,"A0ABR0TFP5"
"OBW68212.1","tr|A0ABR0TG56|A0ABR0TG56_AURPU",81.1,577,0,956,"A0ABR0TG56"
"OBW68220.1","tr|A0ABR0TVS3|A0ABR0TVS3_AURPU",82.4,346,5.83e-196,552,"A0ABR0TVS3"
"OBW68227.1","tr|A0ABR0TU49|A0ABR0TU49_AURPU",90.8,262,7.54e-146,407,"A0ABR0TU49"
"OBW68262.1","tr|A0ABR0TTG7|A0ABR0TTG7_AURPU",83.4,531,3.20000000008204e-314,861,"A0ABR0TTG7"
"OBW68273.1","tr|A0ABR0TIC3|A0ABR0TIC3_AURPU",82.3,536,2.65e-309,855,"A0ABR0TIC3"
"OBW68284.1","tr|A0ABR0TLI7|A0ABR0TLI7_AURPU",92.8,1510,0,2723,"A0ABR0TLI7"
"OBW68294.1","tr|A0ABR0TPH0|A0ABR0TPH0_AURPU",71.5,656,0,883,"A0ABR0TPH0"
"OBW68296.1","tr|A0ABR0TR27|A0ABR0TR27_AURPU",77,448,3.39e-225,643,"A0ABR0TR27"
"OBW68300.1","tr|A0ABR0TQJ1|A0ABR0TQJ1_AURPU",77.2,737,0,949,"A0ABR0TQJ1"
"OBW68323.1","tr|A0ABR0TW36|A0ABR0TW36_AURPU",76.9,1455,0,2125,"A0ABR0TW36"
"OBW68326.1","tr|A0ABR0TWY2|A0ABR0TWY2_AURPU",89,354,1.19e-228,626,"A0ABR0TWY2"
"OBW68330.1","tr|A0ABR0TXH7|A0ABR0TXH7_AURPU",81.5,281,5.29e-134,379,"A0ABR0TXH7"
"OBW68343.1","tr|A0ABR0TKH0|A0ABR0TKH0_AURPU",87.4,593,0,1013,"A0ABR0TKH0"
"OBW68363.1","tr|A0ABR0TAY8|A0ABR0TAY8_AURPU",92.7,427,4e-281,763,"A0ABR0TAY8"
"OBW68368.1","tr|A0ABR0TAH3|A0ABR0TAH3_AURPU",74.8,643,0,923,"A0ABR0TAH3"
"OBW68381.1","tr|A0ABR0TPV3|A0ABR0TPV3_AURPU",78.8,438,4.47e-244,672,"A0ABR0TPV3"
"OBW68390.1","tr|A0ABR0TR62|A0ABR0TR62_AURPU",95,740,0,1248,"A0ABR0TR62"
"OBW68392.1","tr|A0ABR0TPH8|A0ABR0TPH8_AURPU",77,552,3.85e-294,813,"A0ABR0TPH8"
"OBW68397.1","tr|A0ABR0TNX2|A0ABR0TNX2_AURPU",73.1,308,3.31e-156,459,"A0ABR0TNX2"
"OBW68398.1","tr|A0ABR0TNT7|A0ABR0TNT7_AURPU",94.1,353,4e-228,634,"A0ABR0TNT7"
"OBW68403.1","tr|A0ABR0T7R3|A0ABR0T7R3_AURPU",93.5,278,7.32e-201,570,"A0ABR0T7R3"
"OBW68444.1","tr|A0A4S9C0M7|A0A4S9C0M7_AURPU",100,351,1.67e-230,632,"A0A4S9C0M7"
"OBW68457.1","tr|A0ABR0TB58|A0ABR0TB58_AURPU",96.6,783,0,1504,"A0ABR0TB58"
"OBW68481.1","tr|A0ABR0TI45|A0ABR0TI45_AURPU",81.4,511,4.19e-285,784,"A0ABR0TI45"
"OBW68486.1","tr|A0ABR0TJJ3|A0ABR0TJJ3_AURPU",78,395,4.68e-204,565,"A0ABR0TJJ3"
"OBW68496.1","tr|A0ABR0TAV6|A0ABR0TAV6_AURPU",87.3,591,0,933,"A0ABR0TAV6"
"OBW68499.1","tr|A0ABR0TAM6|A0ABR0TAM6_AURPU",74.6,1356,0,1768,"A0ABR0TAM6"
"OBW68501.1","tr|A0ABR0T962|A0ABR0T962_AURPU",93,569,0,1017,"A0ABR0T962"
"OBW68505.1","tr|A0ABR0T8E1|A0ABR0T8E1_AURPU",88,865,0,1444,"A0ABR0T8E1"
"OBW68512.1","tr|A0ABR0TCB4|A0ABR0TCB4_AURPU",93.5,581,0,1118,"A0ABR0TCB4"
"OBW68514.1","tr|A0ABR0TCB1|A0ABR0TCB1_AURPU",97.7,310,8.14e-212,583,"A0ABR0TCB1"
"OBW68516.1","tr|A0ABR0TDG1|A0ABR0TDG1_AURPU",90.9,483,2.66999991931651e-317,858,"A0ABR0TDG1"
"OBW68519.1","tr|A0ABR0TCY4|A0ABR0TCY4_AURPU",96.2,391,3.27e-269,748,"A0ABR0TCY4"
"OBW68521.1","tr|A0ABR0TDB3|A0ABR0TDB3_AURPU",92.2,370,4.33e-256,714,"A0ABR0TDB3"
"OBW68526.1","tr|A0ABR0TJB9|A0ABR0TJB9_AURPU",80.7,1156,0,1847,"A0ABR0TJB9"
"OBW68550.1","tr|A0ABR0TNU1|A0ABR0TNU1_AURPU",88.6,718,0,1248,"A0ABR0TNU1"
"OBW68570.1","tr|A0ABR0T5B0|A0ABR0T5B0_AURPU",77,456,4.7e-237,654,"A0ABR0T5B0"
"OBW68585.1","tr|A0ABR0T9U8|A0ABR0T9U8_AURPU",76.9,251,3.42e-128,360,"A0ABR0T9U8"
"OBW68608.1","tr|A0ABR0TDU9|A0ABR0TDU9_AURPU",77.3,1271,0,1990,"A0ABR0TDU9"
"OBW68609.1","tr|A0ABR0TDT3|A0ABR0TDT3_AURPU",93.9,659,0,1325,"A0ABR0TDT3"
"OBW68619.1","tr|A0ABR0TIF0|A0ABR0TIF0_AURPU",93.2,368,1.19e-263,717,"A0ABR0TIF0"
"OBW68624.1","tr|A0ABR0TI10|A0ABR0TI10_AURPU",72.9,701,2.13e-282,788,"A0ABR0TI10"
"OBW68725.1","tr|A0ABR0TPE3|A0ABR0TPE3_AURPU",88.6,631,0,1123,"A0ABR0TPE3"
"OBW68736.1","tr|A0ABR0TTS1|A0ABR0TTS1_AURPU",79.4,466,3.43e-274,757,"A0ABR0TTS1"
"OBW68738.1","tr|A0ABR0TU95|A0ABR0TU95_AURPU",86.8,545,8.92e-295,810,"A0ABR0TU95"
"OBW68768.1","tr|A0ABR0TC95|A0ABR0TC95_AURPU",91.6,1164,0,2212,"A0ABR0TC95"
"OBW68786.1","tr|A0ABR0TUN3|A0ABR0TUN3_AURPU",81.9,978,0,1511,"A0ABR0TUN3"
"OBW68788.1","tr|A0ABR0TUA1|A0ABR0TUA1_AURPU",85,3657,0,5985,"A0ABR0TUA1"
"OBW68840.1","tr|A0ABR0TKL0|A0ABR0TKL0_AURPU",92.5,428,1.84e-297,806,"A0ABR0TKL0"
"OBW68850.1","tr|A0ABR0TKL3|A0ABR0TKL3_AURPU",74.5,718,5.56e-302,860,"A0ABR0TKL3"
"OBW68858.1","tr|A0ABR0TEN9|A0ABR0TEN9_AURPU",98.2,379,9.13e-264,751,"A0ABR0TEN9"
"OBW68905.1","tr|A0ABR0TXD7|A0ABR0TXD7_AURPU",76.1,591,2.69e-293,827,"A0ABR0TXD7"
"OBW68923.1","tr|A0ABR0TWC4|A0ABR0TWC4_AURPU",85.6,958,0,1491,"A0ABR0TWC4"
"OBW68926.1","tr|A0ABR0TWB2|A0ABR0TWB2_AURPU",91.3,335,5.15e-218,612,"A0ABR0TWB2"
"OBW68930.1","tr|A0ABR0TR26|A0ABR0TR26_AURPU",87.3,537,1.30999999094587e-316,915,"A0ABR0TR26"
"OBW68970.1","tr|A0ABR0TIG0|A0ABR0TIG0_AURPU",91.9,455,5.26e-282,770,"A0ABR0TIG0"
"OBW68992.1","tr|A0ABR0TCT7|A0ABR0TCT7_AURPU",84,692,0,1065,"A0ABR0TCT7"
"OBW69017.1","tr|A0ABR0TCQ9|A0ABR0TCQ9_AURPU",94.2,309,2.91e-215,591,"A0ABR0TCQ9"
"OBW69027.1","tr|A0ABR0T5X7|A0ABR0T5X7_AURPU",77.8,302,4.13e-175,484,"A0ABR0T5X7"
"OBW69040.1","tr|A0ABR0T667|A0ABR0T667_AURPU",87.7,488,0,897,"A0ABR0T667"
"OBW69045.1","tr|A0ABR0TRB7|A0ABR0TRB7_AURPU",75.2,809,0,1155,"A0ABR0TRB7"
"OBW69046.1","tr|A0ABR0TS98|A0ABR0TS98_AURPU",82.5,675,0,1037,"A0ABR0TS98"
"OBW69050.1","tr|A0ABR0TM32|A0ABR0TM32_AURPU",94.9,487,1.85e-206,599,"A0ABR0TM32"
"OBW69055.1","tr|A0ABR0TS15|A0ABR0TS15_AURPU",79.6,754,0,1223,"A0ABR0TS15"
"OBW69060.1","tr|A0ABR0T8W3|A0ABR0T8W3_AURPU",86.2,636,0,1119,"A0ABR0T8W3"
"OBW69083.1","tr|A0ABR0TAX0|A0ABR0TAX0_AURPU",87.8,949,0,1613,"A0ABR0TAX0"
"OBW69130.1","tr|A0ABR0T910|A0ABR0T910_AURPU",82.7,260,8.92e-147,408,"A0ABR0T910"
"OBW69149.1","tr|A0ABR0TE32|A0ABR0TE32_AURPU",84.6,944,0,1516,"A0ABR0TE32"
"OBW69154.1","tr|A0ABR0TCF6|A0ABR0TCF6_AURPU",95.3,1118,0,2032,"A0ABR0TCF6"
"OBW69163.1","tr|A0ABR0TMS6|A0ABR0TMS6_AURPU",95.2,669,0,1180,"A0ABR0TMS6"
"OBW69183.1","tr|A0ABR0TWR9|A0ABR0TWR9_AURPU",82.3,594,0,968,"A0ABR0TWR9"
"OBW69213.1","tr|A0ABR0TH25|A0ABR0TH25_AURPU",76.3,409,1.26e-230,633,"A0ABR0TH25"
"OBW69215.1","tr|A0ABR0TH18|A0ABR0TH18_AURPU",94.5,956,0,1766,"A0ABR0TH18"
"OBW69258.1","tr|A0ABR0TMR7|A0ABR0TMR7_AURPU",71.4,430,1.07e-208,580,"A0ABR0TMR7"
"OBW69288.1","tr|A0ABR0T9W4|A0ABR0T9W4_AURPU",90.6,802,0,1373,"A0ABR0T9W4"
"OBW69313.1","tr|A0ABR0TDH8|A0ABR0TDH8_AURPU",96.5,595,0,1133,"A0ABR0TDH8"
"OBW69332.1","tr|A0ABR0TMI7|A0ABR0TMI7_AURPU",75.6,710,0,1107,"A0ABR0TMI7"
"OBW69404.1","tr|A0ABR0TH60|A0ABR0TH60_AURPU",88.5,522,3.97999521663875e-319,873,"A0ABR0TH60"
"OBW69415.1","tr|A0ABR0TH73|A0ABR0TH73_AURPU",80.5,513,8.08e-288,809,"A0ABR0TH73"
"OBW69439.1","tr|A0ABR0TCL2|A0ABR0TCL2_AURPU",72,289,9.54e-154,438,"A0ABR0TCL2"
"OBW69444.1","tr|A0ABR0TBC0|A0ABR0TBC0_AURPU",93.8,834,0,1488,"A0ABR0TBC0"
"OBW69468.1","tr|A0ABR0TLY7|A0ABR0TLY7_AURPU",86.5,739,0,1214,"A0ABR0TLY7"
"OBW69469.1","tr|A0ABR0TLY8|A0ABR0TLY8_AURPU",88.6,413,5.03e-259,721,"A0ABR0TLY8"
"OBW69545.1","tr|A0ABR0T580|A0ABR0T580_AURPU",95.9,539,0,1026,"A0ABR0T580"
"OBW69561.1","tr|A0ABR0TF66|A0ABR0TF66_AURPU",85.4,541,0,942,"A0ABR0TF66"
"OBW69575.1","tr|A0ABR0TH02|A0ABR0TH02_AURPU",76.8,383,2.47e-194,538,"A0ABR0TH02"
"OBW69577.1","tr|A0ABR0TIG9|A0ABR0TIG9_AURPU",92.7,1169,0,2090,"A0ABR0TIG9"
"OBW69596.1","tr|A0ABR0TNP2|A0ABR0TNP2_AURPU",94.6,353,9.82e-236,664,"A0ABR0TNP2"
"OBW69614.1","tr|A0ABR0T712|A0ABR0T712_AURPU",91.5,633,0,1129,"A0ABR0T712"
"OBW69623.1","tr|A0ABR0TEJ0|A0ABR0TEJ0_AURPU",83.3,246,3.63e-145,405,"A0ABR0TEJ0"
"OBW69634.1","tr|A0ABR0TED5|A0ABR0TED5_AURPU",77.2,452,6.09e-225,622,"A0ABR0TED5"
"OBW69669.1","tr|A0ABR0TA80|A0ABR0TA80_AURPU",95,662,0,1240,"A0ABR0TA80"
"OBW69684.1","tr|A0ABR0T5Y5|A0ABR0T5Y5_AURPU",72.6,226,1.11e-112,324,"A0ABR0T5Y5"
"OBW69696.1","tr|A0ABR0T6A5|A0ABR0T6A5_AURPU",98.6,211,1.52e-142,402,"A0ABR0T6A5"
"OBW69705.1","tr|A0ABR0TJT6|A0ABR0TJT6_AURPU",79.5,380,2.23e-206,608,"A0ABR0TJT6"
"OBW69753.1","tr|A0ABR0TGX7|A0ABR0TGX7_AURPU",94.5,421,3.84e-294,811,"A0ABR0TGX7"
"OBW69761.1","tr|A0ABR0TTT7|A0ABR0TTT7_AURPU",72.1,516,1.52e-217,624,"A0ABR0TTT7"
"OBW69781.1","tr|A0ABR0TTJ0|A0ABR0TTJ0_AURPU",93.1,590,0,1090,"A0ABR0TTJ0"
"OBW69787.1","tr|A0ABR0TU91|A0ABR0TU91_AURPU",91.3,528,0,897,"A0ABR0TU91"
"OBW69791.1","tr|A0ABR0TM96|A0ABR0TM96_AURPU",88.7,1051,0,1833,"A0ABR0TM96"
"OBW69802.1","tr|A0ABR0TMR5|A0ABR0TMR5_AURPU",92.9,960,0,1733,"A0ABR0TMR5"
"OBW69815.1","tr|A0ABR0TMA9|A0ABR0TMA9_AURPU",96,1853,0,3425,"A0ABR0TMA9"
"OBW69827.1","tr|A0ABR0TJV3|A0ABR0TJV3_AURPU",83.8,395,9.12e-239,653,"A0ABR0TJV3"
"OBW69830.1","tr|A0ABR0TLD0|A0ABR0TLD0_AURPU",78.9,313,3.27e-163,477,"A0ABR0TLD0"
"OBW69860.1","tr|A0ABR0T6F0|A0ABR0T6F0_AURPU",72.4,561,1.35e-215,606,"A0ABR0T6F0"
"OBW69901.1","tr|A0ABR0TRX8|A0ABR0TRX8_AURPU",83.2,1504,0,2399,"A0ABR0TRX8"
"OBW69909.1","tr|A0ABR0TTL4|A0ABR0TTL4_AURPU",96,623,0,1211,"A0ABR0TTL4"
"OBW69911.1","tr|A0ABR0TRV2|A0ABR0TRV2_AURPU",95.2,547,0,1080,"A0ABR0TRV2"
"OBW69918.1","tr|A0ABR0TTE2|A0ABR0TTE2_AURPU",89.7,678,0,1172,"A0ABR0TTE2"
"THV63484.1","tr|A0ABR0T6Z4|A0ABR0T6Z4_AURPU",83,352,5.89e-195,538,"A0ABR0T6Z4"
"THV63619.1","tr|A0ABR0TE16|A0ABR0TE16_AURPU",91.7,458,1.50999998767781e-317,859,"A0ABR0TE16"
"THV63646.1","tr|A0ABR0TB19|A0ABR0TB19_AURPU",72,601,0,886,"A0ABR0TB19"
"THV63730.1","tr|A0ABR0TPT6|A0ABR0TPT6_AURPU",79.4,243,8.15e-136,380,"A0ABR0TPT6"
"THV63737.1","tr|A0ABR0T7U3|A0ABR0T7U3_AURPU",81.7,420,3.6e-243,676,"A0ABR0T7U3"
"THV63802.1","tr|A0ABR0TKK6|A0ABR0TKK6_AURPU",75.3,543,1.06e-272,754,"A0ABR0TKK6"
"THV63806.1","tr|A0ABR0TDN6|A0ABR0TDN6_AURPU",84.3,274,4.54e-169,467,"A0ABR0TDN6"
"THV63807.1","tr|A0ABR0TDN7|A0ABR0TDN7_AURPU",75.5,388,1.51e-219,607,"A0ABR0TDN7"
"THV63824.1","tr|A0ABR0TSI1|A0ABR0TSI1_AURPU",75.3,1161,0,1447,"A0ABR0TSI1"
"THV63831.1","tr|A0ABR0TS42|A0ABR0TS42_AURPU",72.6,314,6.77e-144,409,"A0ABR0TS42"
"THV63861.1","tr|A0ABR0TCE4|A0ABR0TCE4_AURPU",97.7,487,0,915,"A0ABR0TCE4"
"THV63873.1","tr|A0ABR0THE3|A0ABR0THE3_AURPU",84.9,271,8.26e-152,424,"A0ABR0THE3"
"THV63874.1","tr|A0ABR0TH51|A0ABR0TH51_AURPU",88.8,242,5.44e-155,430,"A0ABR0TH51"
"THV63880.1","tr|A0ABR0TQ16|A0ABR0TQ16_AURPU",98.1,360,1.11e-251,688,"A0ABR0TQ16"
"THV63899.1","tr|A0ABR0TPX3|A0ABR0TPX3_AURPU",77.4,221,1.75e-101,298,"A0ABR0TPX3"
"THV63911.1","tr|A0ABR0T532|A0ABR0T532_AURPU",78.4,631,0,959,"A0ABR0T532"
"THV63917.1","tr|A0ABR0TKY7|A0ABR0TKY7_AURPU",95,261,1.37e-177,489,"A0ABR0TKY7"
"THV63937.1","tr|A0ABR0TDL9|A0ABR0TDL9_AURPU",91.6,629,0,1187,"A0ABR0TDL9"
"THV63950.1","tr|A0ABR0T5I7|A0ABR0T5I7_AURPU",71.7,441,1.81e-105,316,"A0ABR0T5I7"
"THV63991.1","tr|A0ABR0TAQ8|A0ABR0TAQ8_AURPU",72.4,937,0,1370,"A0ABR0TAQ8"
"THV64063.1","tr|A0ABR0TUA3|A0ABR0TUA3_AURPU",90.8,228,4.61e-151,417,"A0ABR0TUA3"
"THV64069.1","tr|A0ABR0TK23|A0ABR0TK23_AURPU",90.4,571,0,1067,"A0ABR0TK23"
"THV64072.1","tr|A0ABR0TDP3|A0ABR0TDP3_AURPU",73.9,742,0,1046,"A0ABR0TDP3"
"THV64112.1","tr|A0ABR0TA46|A0ABR0TA46_AURPU",92.7,426,1.55e-292,792,"A0ABR0TA46"
"THV64209.1","tr|A0ABR0TP85|A0ABR0TP85_AURPU",74.9,1432,0,1911,"A0ABR0TP85"
"THV64214.1","tr|A0ABR0TQN4|A0ABR0TQN4_AURPU",91.1,428,1.66e-271,739,"A0ABR0TQN4"
"THV64229.1","tr|A0ABR0TS11|A0ABR0TS11_AURPU",86.3,524,0,878,"A0ABR0TS11"
"THV64282.1","tr|A0ABR0TU64|A0ABR0TU64_AURPU",80.6,294,2.29e-178,491,"A0ABR0TU64"
"THV64338.1","tr|A0ABR0TR54|A0ABR0TR54_AURPU",97.2,399,9.57999999999999e-281,765,"A0ABR0TR54"
"THV64392.1","tr|A0ABR0TPD4|A0ABR0TPD4_AURPU",83.7,374,3.66e-218,599,"A0ABR0TPD4"
"THV64401.1","tr|A0ABR0TH95|A0ABR0TH95_AURPU",82.6,242,6.12e-135,379,"A0ABR0TH95"
"THV64404.1","tr|A0ABR0TG48|A0ABR0TG48_AURPU",77.1,367,5.34e-203,561,"A0ABR0TG48"
"THV64426.1","tr|A0ABR0TRI2|A0ABR0TRI2_AURPU",76.6,303,1.18e-155,435,"A0ABR0TRI2"
"THV64456.1","tr|A0ABR0T7Y0|A0ABR0T7Y0_AURPU",72.7,267,3.22e-132,375,"A0ABR0T7Y0"
"THV64578.1","tr|A0ABR0TSG4|A0ABR0TSG4_AURPU",85,247,2.92e-142,398,"A0ABR0TSG4"
"THV64589.1","tr|A0ABR0TL86|A0ABR0TL86_AURPU",95.4,218,5.87e-126,360,"A0ABR0TL86"
"THV64683.1","tr|A0ABR0T7I8|A0ABR0T7I8_AURPU",77.2,333,1.01e-184,518,"A0ABR0T7I8"
"THV64696.1","tr|A0ABR0TTG8|A0ABR0TTG8_AURPU",94.6,297,3.89e-204,560,"A0ABR0TTG8"
