UniProt_accession,AlphaFold_model,pLDDT
Q02IL5,True,96.81
Q73RN8,True,96.25
Q2UHU9,True,92.94
B8M9J6,True,91.5
Q5ZJG8,True,92.62
Q7S6P8,True,64.62
P53107,True,70.88
Q9P3V5,True,84.25
Q2URJ0,True,81.88
Q5VT66,True,91.31
E5R278,True,83.44
O74492,True,93.81
G2QJ27,True,93.69
A1DLP3,True,75.19
O59922,True,72.94
Q9UT55,True,94.25
B2SD81,True,96.88
Q5RCU5,True,97.75
O34296,True,96.81
O14082,True,92.31
P45598,True,88.56
M1W270,True,97.56
P48824,True,89.5
Q4KIA8,True,97.69
J9VQZ4,True,91.38
P9WIB0,True,87.19
P39909,True,92.38
Q8TFN1,True,87.56
Q5AW92,True,75.31
P40341,True,76.75
A0AAD6NH75,True,77.44
Q0U8V9,True,81.25
Q5AYI7,True,89.44
Q7SBX8,True,67.12
P25357,True,51.0
O14329,True,77.88
P55329,True,92.0
Q804S5,True,82.12
Q7RTV5,True,83.56
Q68J42,True,77.5
Q64GA5,True,86.0
Q0IJ20,True,76.88
Q9UUE0,True,95.38
B8NIM7,True,88.06
A4DA85,True,89.06
Q3E6T0,True,87.38
Q0CXX1,True,85.19
Q88FY2,True,94.56
Q01MI9,True,91.38
Q28CZ9,True,85.62
Q47944,True,95.69
B6HI95,True,96.62
Q9SAJ7,True,79.75
O94203,True,73.69
Q5AQQ0,True,94.31
B4R089,True,87.5
O42906,True,81.38
A7F4L5,True,67.56
P41896,True,67.19
Q61FW2,True,83.0
A0A1U8QQY7,True,69.19
Q0III3,True,73.5
Q93008,True,79.56
P9WER4,True,84.06
Q6GM14,True,79.44
Q4WCG2,True,70.81
Q01663,True,55.66
B0Y793,True,95.88
B0XWL3,True,91.12
Q6WRX6,True,75.88
Q9VDY1,True,60.94
G2XBD8,True,50.06
A0A2L0P0K1,True,90.88
P27463,True,96.62
Q9BSU1,True,86.44
Q4WAG4,True,90.62
O59731,True,79.75
J4WK53,True,91.0
Q9P4U6,True,72.25
Q8HXZ6,True,92.06
Q5AD72,True,88.19
Q01682,True,91.88
Q0UWF6,True,66.94
M2YJ38,True,95.38
A0A075TMP0,True,96.06
Q99161,True,78.56
P28669,True,81.56
Q5Z8Q9,True,82.44
B2WBQ6,True,72.5
A1DME8,True,95.25
Q4WP03,True,54.34
G2X3L2,True,65.69
E1ABX2,True,96.38
P00724,True,93.31
Q9P8F8,True,67.81
C6HBY6,True,72.62
A8IQD2,True,97.94
G0SEA3,True,94.31
A0A384K4T0,True,80.69
Q9UTD0,True,94.81
A2QCJ2,True,71.94
P36124,True,61.97
P41813,True,56.16
Q2H4N1,True,66.94
Q86IX1,True,58.84
Q9P4B6,True,91.56
P25370,True,81.5
O07431,True,96.12
O42912,True,90.81
Q5EA75,True,85.31
Q4WNY4,True,67.0
Q11112,True,83.12
P9WEI7,True,91.31
W7LUF3,True,92.06
C5DYK5,True,91.12
A7UWX2,True,77.75
O42854,True,47.84
Q75DG6,True,93.31
Q8BFR6,True,84.06
Q3V384,True,78.69
A1KIG2,True,90.56
Q2UMX6,True,95.88
Q9UW18,True,93.56
P47104,True,81.62
P42041,True,98.06
Q6UEH5,True,94.25
P0C1B0,True,65.5
Q6BQR8,True,83.19
Q5AW17,True,58.28
Q96CD2,True,90.56
G2XER7,True,95.69
Q63ZR0,True,85.19
Q9SR97,True,87.25
Q59VM4,True,55.69
Q06317,True,95.0
Q557H1,True,95.12
P23710,True,86.19
P94482,True,96.94
A0A2Z5TMB8,True,87.12
P0C0Y4,True,97.19
P38860,True,78.62
Q09910,True,88.19
P48842,True,96.38
O94432,True,65.12
A6QXC6,True,87.5
P49426,True,93.5
O94275,True,81.88
A1DNW0,True,65.62
Q5BBL4,True,67.38
Q6DJK9,True,72.44
Q0UYL3,True,84.81
P40377,True,77.5
Q09329,True,82.62
O42897,True,78.06
P53285,True,82.44
Q5A6N8,True,84.12
A0A2I1C3U4,True,85.0
A0A1U8QXK4,True,88.38
Q9ER56,True,84.94
C8VJR5,True,78.19
Q4WKX1,True,94.38
O14166,True,84.88
L0E2Z4,True,95.12
M1W848,True,93.5
B8NJH3,True,98.12
O74415,True,77.06
A0A084B9Z2,True,67.19
P79066,True,90.06
Q5AR04,True,91.25
A6RPN7,True,94.75
P78712,True,87.38
P46950,True,78.94
T2KN85,True,92.56
P66778,True,92.5
Q00333,True,66.81
Q4WZJ6,True,71.0
Q5AT14,True,93.19
A8FPP1,True,87.31
A0A1W5SKT4,True,94.0
Q4WHF8,True,77.31
B2KWH9,True,86.69
Q51576,True,96.06
O13412,True,49.44
Q12446,True,62.94
Q9D8V0,True,82.56
B0XZV4,True,84.31
G2WVY4,True,66.12
A0A1L9X9H4,True,94.19
F1M5N7,True,70.5
A7EEA6,True,66.19
A1C7P9,True,66.12
Q12180,True,71.81
Q54JM3,True,95.25
O74828,True,68.06
A0A0J9W9G2,True,66.25
Q84WK5,True,89.19
G2X8L4,True,89.81
O94626,True,78.62
O74782,True,76.38
O74741,True,95.0
P38694,True,92.75
Q7EZD7,True,80.44
P38920,True,77.88
P53184,True,98.5
Q84KJ6,True,90.62
O53424,True,94.81
Q9VXY0,True,90.12
Q5A4F3,True,69.75
B6HV38,True,92.12
A0A0C6DRT7,True,93.06
P39719,True,72.75
B9W6S2,True,88.94
A0A384JGJ4,True,65.81
O60097,True,76.75
Q8NMT3,True,93.5
Q6RWG0,True,94.62
Q9FIQ1,True,63.19
Q80YT5,True,89.62
Q1DU03,True,65.5
Q9USY4,True,66.0
Q67KJ2,True,96.12
Q05854,True,54.31
P83103,True,72.38
Q05918,True,68.69
P53270,True,84.69
Q59KL6,True,67.12
P53917,True,72.94
Q60BE7,True,83.38
Q10063,True,85.81
Q4WX61,True,64.19
Q4P9K4,True,82.88
G5E8P1,True,71.5
O60931,True,89.44
P54168,True,91.62
O13892,True,69.06
O13870,True,68.94
Q5B4E7,True,95.75
B4KYX8,True,72.19
P0CU33,True,91.38
O94667,True,69.69
F4I562,True,91.19
A4REV8,True,94.69
A2WYI4,True,74.38
A5ABH4,True,88.12
Q8J0F8,True,90.5
D4PHA7,True,77.38
M9M5N8,True,84.56
D4DKQ4,True,87.12
A1CWF3,True,91.25
F9FRH4,True,92.5
O94538,True,68.38
C5FK77,True,91.06
O94547,True,64.81
Q03958,True,94.81
Q9NWS8,True,69.94
Q5KU39,True,86.81
P53695,True,70.5
Q6CUZ1,True,88.69
G4MWY1,True,86.5
C0HK64,True,78.31
O13749,True,81.69
P14680,True,65.56
O94642,True,90.44
G2WX04,True,61.5
Q0UWT7,True,77.81
Q4IQW0,True,71.25
G2XER2,True,74.56
A0A142C7A0,True,93.62
Q0CZH2,True,88.88
M1VWN2,True,57.12
Q04519,True,87.38
P24031,True,93.19
P33299,True,77.5
P59382,True,91.0
Q0CC84,True,94.94
O59825,True,73.25
Q12706,True,73.62
A7EXV2,True,92.88
Q0VCK5,True,85.25
Q96TR7,True,90.75
P9WEU6,True,96.25
P47139,True,69.94
Q5AYZ1,True,75.81
Q02516,True,73.06
P87216,True,65.75
Q01939,True,81.62
P16621,True,82.06
D4AYS6,True,78.62
W6Q4S4,True,92.25
P33300,True,82.31
A7MB11,True,86.31
P39868,True,84.12
A5DB51,True,96.38
P0CH06,True,93.94
A0A6J4B6H5,True,84.56
Q870W0,True,74.38
Q09786,True,73.06
Q00618,True,95.31
Q0D1I6,True,96.81
Q4WPW5,True,67.62
Q6TGQ9,True,95.06
Q15751,False,
Q9Z1K6,True,85.62
Q9UNA4,True,70.5
P30337,True,82.69
Q09905,True,85.25
P10857,True,89.88
P37382,True,88.44
Q9ZWL6,True,78.5
B2GUS6,True,84.31
Q0UP45,True,83.31
O13752,True,91.06
Q12462,True,92.5
Q8LG98,True,84.88
B0XTU6,True,66.31
O36018,True,70.44
Q4WP83,True,74.06
O60110,True,94.38
Q6CWM9,True,81.81
Q6BTW5,True,92.44
A7F075,True,72.56
A1C712,True,74.56
G4N553,True,70.75
Q6BKU8,True,75.12
Q5B0V6,True,81.38
C5DGV3,True,65.19
Q9V9V9,True,95.38
Q7SD06,True,83.81
A0A179HME7,True,91.06
O59712,True,75.12
Q0TY47,True,73.62
A0A0A2KMZ4,True,73.31
Q5U593,True,85.38
A0A084R1I4,True,92.19
Q8LF05,True,80.81
Q9KJF1,True,96.12
Q7SA88,True,79.19
Q9ZNN8,True,97.56
G0S8F9,True,56.0
A0A0D1DXB8,True,60.78
P53078,True,94.5
Q9I2A0,True,96.0
Q09679,True,87.12
P00507,True,94.25
Q9US10,True,80.0
Q4X0S3,True,82.94
P32486,True,75.5
O74547,True,65.25
Q4WLB9,True,52.62
Q07181,True,95.5
Q755I4,True,69.06
P39701,True,97.88
A0A089FQI6,True,73.0
P0A9J9,True,92.81
D4B5H9,True,92.31
Q02555,True,79.12
P48826,True,91.69
P22216,True,72.94
P27476,True,61.34
O43053,True,94.0
Q4R690,True,87.38
A7E8B6,True,60.75
Q66KB0,True,85.75
A1DJ47,True,77.44
Q55BN8,True,83.81
A0A5B8YU69,True,89.94
Q6NXW6,True,67.0
A0A2Z5XAK5,True,87.0
P07884,True,88.81
Q8K245,True,67.75
Q5AF56,True,49.5
Q557F7,True,84.94
B2J4E5,True,96.94
Q10222,True,74.94
A0A2Z4HPY1,True,70.62
Q75CC8,True,69.5
Q6AY30,True,95.31
Q6C265,True,81.81
Q6FVF9,True,80.94
Q0UWI9,True,87.44
B0XQY0,True,79.12
Q8RWN2,True,86.62
Q0IIS3,True,93.0
B0YCF6,True,77.06
P41411,True,68.19
F2SL86,True,93.12
Q9USR1,True,89.19
A0A194VQN7,True,83.0
Q9SK39,True,90.75
Q4IRI9,True,67.06
A2QI22,True,89.62
O95243,True,59.59
G5E8K6,True,83.31
Q4R942,True,89.06
B2WBM8,True,81.75
Q7TSL3,True,87.56
Q7SD63,True,91.12
Q0CSI0,True,64.75
Q9Y620,True,71.25
Q99145,True,95.06
Q15311,True,65.06
Q2NFW5,True,91.5
G0SF32,True,81.06
Q5BBC5,True,88.44
P72926,True,90.69
Q08BS4,True,75.0
Q99156,True,90.12
A0A2V5HCN7,True,95.31
Q59Q30,True,84.06
Q2UP89,True,92.38
P81898,True,89.56
A9ZSY3,True,82.38
O60161,True,87.12
Q9P7I1,True,64.19
P36165,True,63.22
Q8LFD1,True,80.69
Q9W2S3,True,82.12
P38875,True,88.0
P15258,True,85.31
Q4WN33,True,44.44
W6PQG8,True,59.41
A0A142I737,True,87.94
D4A7T3,True,61.22
O42633,True,88.5
Q9Y2H2,True,66.62
A0A2U8U2K8,True,95.5
O94221,True,95.19
P40389,True,88.38
O13903,True,89.69
Q01919,True,53.91
O13938,True,85.75
Q681I0,True,77.31
Q2U256,True,70.62
O94392,True,53.06
Q54WW4,True,88.0
Q03574,True,91.94
P34753,True,94.88
C4YR54,True,61.41
P12866,True,79.75
Q0V3H0,True,86.94
O42934,True,65.5
G4MZ21,True,92.88
Q4I2W2,True,88.94
B2UCA8,True,96.0
Q12139,True,67.0
O60447,True,74.12
P36605,True,96.44
A0A0C1EFC5,True,87.69
Q10435,True,67.31
P39683,True,95.19
Q9P7H6,True,69.88
Q91192,True,85.19
Q4WHD1,True,61.44
P41909,True,76.62
O74944,True,88.19
O01965,True,87.12
Q9UTB3,True,86.06
Q501L1,True,91.06
Q0U9W5,True,84.5
Q944I4,True,78.25
M3A326,True,89.38
C8VQ72,True,84.12
M3APK0,True,63.09
A2QAI7,True,91.19
P96877,True,93.5
P9WHR4,True,91.06
Q9C5U1,True,75.75
P87234,True,68.81
N4WYI1,True,89.31
Q4WSI1,True,79.19
Q06668,True,83.12
A0A2U8U2L4,True,88.06
O05399,True,94.88
Q99257,True,84.38
Q2UFN7,True,79.44
A0A097ZPE6,True,83.06
Q6Q487,True,83.5
A7F2D1,True,55.69
Q05027,True,78.06
Q02854,True,92.81
Q8GEA9,True,98.5
Q1ZXF1,True,92.12
O14262,True,94.75
C5P3I5,True,92.06
Q8SW18,True,59.91
Q0CU66,True,64.44
Q96S94,True,69.12
Q9US39,True,89.44
Q0UJF3,True,74.31
P45856,True,96.25
Q4WJE9,True,82.56
Q12153,True,70.31
Q5AVS0,True,68.19
Q55GQ6,True,95.12
Q9Z2E9,True,74.56
Q5B998,True,96.19
Q4I877,True,63.06
Q8D5Z6,True,81.06
Q5AD78,True,93.44
A0A5C1RDA6,True,94.62
Q99034,True,87.56
Q9SR79,True,90.62
P40533,True,93.19
Q56078,True,96.19
A4QR21,True,84.81
O60306,True,83.94
P78813,True,61.0
Q8S949,True,68.31
A0A1D8PEJ0,True,81.81
Q6FU96,True,94.56
P00723,True,93.38
Q3ZCE8,True,80.94
O60942,True,85.44
G0S3J5,True,73.81
Q5AYE3,True,76.94
O75340,True,89.12
Q81UH1,True,96.12
Q9UTA7,True,77.38
Q21187,True,62.06
P25270,True,79.75
Q9Y7U5,True,65.88
P0DXG7,True,97.62
Q5B8T4,True,85.81
O43114,True,78.19
O74529,True,94.81
G2WVT2,True,50.0
O74467,True,93.5
D4AR77,True,87.62
Q92247,True,84.25
Q4WDH9,True,70.56
A0A384J8V9,True,94.06
Q555Z5,True,80.81
A2R2W3,True,86.56
Q9Y804,True,80.94
Q2UUI8,True,66.94
P35195,True,97.19
P39315,True,96.75
Q80VP5,True,82.69
Q9R1K5,True,82.81
Q08873,True,84.75
O64730,True,88.38
A0A1V6NXN7,True,85.12
Q0TZA1,True,84.56
P87119,True,57.91
Q9USH5,True,57.94
D4D9U2,True,89.94
Q7T0X7,True,86.94
P43122,True,88.62
O13359,True,76.56
Q9UUL2,True,86.25
P9WEZ2,True,93.19
O14028,True,94.38
Q4V8F9,True,79.44
G2IQQ8,True,96.69
A2AJ15,True,81.25
Q7T322,True,89.5
Q5ADM9,True,89.38
Q9UUG9,True,80.06
O14251,True,79.19
Q04600,True,80.31
P44927,True,88.88
O42701,True,65.44
P42893,True,91.31
Q9LYC1,True,91.94
Q2U0S9,True,85.31
O14267,True,66.44
Q96VC9,True,95.62
Q5B8A1,True,93.62
G4N292,True,95.69
Q06683,True,76.38
Q10215,True,87.75
Q5UR45,False,
E9RBG1,True,81.31
Q10313,True,85.56
Q0TZN8,True,65.56
P32785,True,86.44
A7J2C6,True,93.69
P32367,True,74.06
Q3SX43,True,92.19
P53164,True,93.81
Q54UC2,True,73.25
D4AZK9,True,88.06
P47140,True,71.31
Q08446,True,76.81
A0A8K1AW52,True,81.69
Q5BAH2,True,83.81
P14242,True,69.25
Q4I174,True,90.38
A6RYJ8,True,75.31
Q0WW55,True,85.56
B8M9Q9,True,83.94
Q6CSZ0,True,95.38
P87169,True,77.69
Q3ZBV1,True,71.94
Q7SA90,True,77.38
B6A879,True,94.0
F1SWA0,True,95.88
P32609,True,82.69
Q8C6G8,True,80.75
Q96LU5,True,88.06
P38811,False,
A0JMK9,True,60.03
Q9Y5K1,True,90.62
P40383,True,82.69
P38131,True,92.94
A1DED1,True,87.75
Q07116,True,85.25
Q2TXA7,True,80.19
P53852,True,89.06
Q9P7Q7,True,58.56
O13992,True,68.19
Q9HFE5,True,91.19
Q9BVJ7,True,97.56
Q4WKX3,True,85.62
P40092,True,59.78
D4AQY2,True,66.81
O43092,True,67.62
P84285,True,77.19
A9M3A0,True,93.75
I1RF55,True,90.38
A0A8B0M9S9,True,89.81
P12345,True,94.12
A0A455LLW0,True,91.88
A0A0S6XAW4,True,89.06
V5IMN1,True,87.62
Q12581,True,92.62
F2K079,True,93.31
Q936X2,True,93.25
Q5V9L7,True,59.62
Q8L5J1,True,93.69
Q13620,True,78.5
O05220,True,96.62
P38250,True,65.19
P38869,True,80.0
Q9Y7T6,True,87.75
P43557,True,85.12
B5VKE8,True,94.5
Q9Y765,True,95.06
I1RPE5,True,86.38
Q9C2H9,True,86.19
P0DX96,True,96.38
P37366,True,81.69
Q2U639,False,
Q9WY55,True,97.0
O74859,True,90.5
C4YKP5,True,78.88
O94536,True,79.06
Q5SZ99,True,85.94
A6ZQE9,True,91.94
Q871V2,True,87.12
Q9Y871,True,67.69
Q4HZ95,True,80.62
P87242,True,95.81
O74946,True,87.12
Q0U1B1,True,87.81
Q9UTQ5,True,79.12
Q7S6M9,True,77.56
O14099,True,78.25
P57058,True,62.0
O94752,True,78.25
Q59VM7,True,87.38
P17885,True,73.0
G0S9A7,True,80.62
O60156,True,84.81
Q9UT32,True,71.0
O86034,True,96.94
Q99N43,True,78.38
A7YVD7,True,86.38
A0A125YS62,True,86.06
P07866,True,48.78
P13250,True,91.38
Q33446,True,85.31
O94680,True,80.06
Q8IXQ5,True,91.19
O00107,True,91.12
Q5AQJ2,True,87.44
O60114,True,73.44
P30303,True,61.75
Q09699,True,67.88
Q09140,True,82.44
P82887,True,89.25
O94307,True,89.56
G0S7F3,True,82.44
Q2UJY4,True,80.56
A0A823A413,True,89.31
A0A1B1ZGB5,True,87.44
Q58820,True,97.12
P9WES5,True,95.88
O80358,True,81.94
Q9P3S1,True,75.0
Q4WT68,True,82.38
Q5ADL8,True,57.16
Q6GMA4,True,81.38
Q9P0U4,True,69.81
Q870J1,True,49.41
Q8LPD9,True,75.25
Q3UA06,True,87.19
P39955,True,61.09
Q9SZ15,True,68.06
O14965,True,75.06
Q9Y7X6,True,55.5
D4A280,True,62.66
B6V869,True,94.56
G2XIG5,True,70.0
Q5XGR8,True,96.38
Q04344,True,91.94
A6RP27,True,85.88
O27051,True,92.69
P40986,True,86.69
A0A7U2N2W7,True,54.44
O13981,True,79.12
Q9LRB5,True,90.38
A1CQZ0,True,73.0
P78898,True,89.62
Q02772,True,87.0
P24686,True,68.56
P87250,True,93.38
B1GVX6,True,91.88
P53236,True,68.94
P36618,True,96.06
P23622,True,81.38
Q10058,True,94.06
Q9P7L6,True,90.0
Q5AW89,True,90.31
Q8N3P4,True,74.62
Q758Y7,True,86.0
Q0U194,True,73.25
Q2LC49,True,60.75
Q0DXS3,True,90.5
Q0CT23,True,61.06
Q9Y4X0,True,72.0
Q4WXZ5,True,86.44
Q9CS74,True,76.25
P31907,True,95.44
P33413,True,88.06
P62288,False,
D4AU26,True,95.31
Q6ZPT1,True,91.56
B8NM76,True,78.38
Q8H116,True,90.31
A7F045,True,82.19
P52430,True,97.19
A6SHZ5,True,89.75
Q9XSJ0,True,90.56
Q3UJK4,True,82.94
Q7S711,True,71.12
Q9USX1,True,95.44
Q01262,True,93.75
P39098,True,85.38
Q54410,True,92.12
E9P8D2,True,97.69
Q12347,True,85.31
A2QNQ8,True,76.88
O94676,True,86.19
E9FCP7,True,95.0
Q87AD6,True,96.5
Q3JRV4,True,96.31
A7AZH2,True,94.31
Q7MF12,True,96.31
M1VV66,True,89.38
A0A097ZPE4,True,88.75
C8VI81,True,90.5
G2QDQ9,True,94.19
W7L9F0,True,91.62
A2QQU5,True,94.62
A0A2Z5TM64,False,
A0A2H3CSA7,True,93.25
Q2UJ66,True,80.69
O74111,True,91.94
Q9Y898,True,60.34
Q1E0Q7,True,86.69
Q01846,True,66.25
P40050,True,75.56
P40354,True,94.62
Q9UKV8,True,92.38
Q9UT38,True,91.44
G2WS91,True,44.53
Q8CDZ2,True,87.5
Q7VLK4,True,91.44
Q9P7E1,True,50.66
Q9VLN1,True,94.88
Q2UEH7,True,69.69
O74507,True,93.94
Q9UTC4,True,47.44
Q9C8D4,True,87.69
O80854,True,83.06
Q07915,True,84.62
Q9QXV3,True,74.94
P40544,True,76.75
B1WYP3,True,97.12
Q47WP5,True,88.5
Q9P7D3,True,84.94
Q9SRE4,True,84.25
Q9Y696,True,91.69
J9VT48,True,94.56
Q6GLM5,True,92.12
Q6CEE9,True,96.5
B0YC65,True,96.12
Q54PY7,True,81.06
Q4WNB5,True,77.81
A1DE24,True,81.94
I1S2J6,True,89.62
Q6BVE3,True,57.72
A0A6G9KH50,True,87.88
O74738,True,87.81
Q8X225,True,88.94
Q9Y7P6,True,69.38
Q1K548,True,78.38
Q12175,True,78.88
Q10225,True,82.31
P74429,True,88.94
Q5ASP0,True,74.94
Q1MTS0,True,68.12
O74903,True,81.62
O94721,True,86.94
Q01852,True,70.44
Q5RBD9,True,89.38
P39839,True,96.06
O07005,False,
Q5U5C5,True,77.56
A0A1V6NYM5,True,77.44
O80397,True,74.06
A7F7H0,True,90.0
P22222,True,89.88
Q12230,True,79.5
O60138,True,65.88
O74740,True,79.81
G0RPY6,True,94.44
Q9FKV2,True,90.44
Q9VLR5,True,77.19
F1Q514,True,78.81
P07527,True,54.84
O42637,True,81.62
P52760,True,97.0
P0DW08,True,92.81
Q6GQ23,True,91.12
C4JF81,True,90.94
Q9CWV6,True,79.56
P87109,True,66.38
P50525,True,92.38
P78750,True,81.75
Q10062,True,94.12
A0A3S5HYN5,True,90.69
D4AUH6,True,90.31
P07754,True,96.62
Q9HGI7,True,71.06
O83142,True,93.19
O14158,True,87.69
C5FZT5,True,86.44
Q6P2U9,True,84.69
A8X8C6,True,86.5
Q3MIE4,True,87.88
Q8CHP5,True,74.5
Q9H7Z6,True,81.69
P27882,True,87.19
P07980,True,92.31
E1UYT9,True,75.62
Q6FY76,True,68.88
Q12284,True,85.38
O94311,True,70.75
P9WEH2,True,93.06
O74842,True,60.34
Q5TIE3,True,66.12
P11632,True,79.5
P9WEL6,True,87.12
Q03496,True,87.94
Q9P7G8,True,96.44
Q5ZL33,True,89.88
B2I9E6,True,81.75
O60056,True,59.5
O13828,True,52.78
Q4WR83,True,92.06
P51817,True,88.62
A0A0H2VBH0,True,84.94
O94436,True,87.94
Q4WRE2,True,65.31
Q9ZPW2,True,88.94
O59699,True,77.88
E9QT42,True,71.56
Q12229,True,79.38
P34762,True,75.62
Q9Y6U7,True,65.88
Q2UKX3,True,88.38
Q5ARL6,True,96.06
Q4WAR8,True,51.84
P39969,True,55.97
Q2RJW1,True,96.94
Q0CMB0,True,69.88
O80327,True,93.75
O60090,True,80.06
Q5HE19,True,98.06
O14179,True,81.75
P19571,True,94.25
P41922,True,74.19
P47946,True,65.88
Q54NM6,True,77.44
P0DX22,True,97.56
O94288,True,72.62
O60106,True,81.69
P30838,True,97.94
P87155,True,90.06
A6YRN9,True,88.56
P18485,True,89.31
Q1K9C4,True,81.44
Q9KWU4,True,92.31
Q8NB78,True,91.25
P9WEL0,True,89.56
B2CQK0,True,66.81
P24289,True,97.31
Q8MP06,True,92.0
A2QUY7,True,80.88
Q7SHR6,True,67.19
O74473,True,56.75
Q5BE03,True,84.19
Q16U25,True,76.94
Q99614,True,77.44
P36095,True,78.75
Q09150,True,93.56
A1CE78,True,76.69
Q92368,True,93.25
Q9FLM8,True,89.0
O42643,True,76.44
Q9JME5,True,74.44
O59806,True,85.81
A0A9P5CQV5,True,86.12
Q4WZS3,True,85.75
Q9P6C8,True,96.44
J9VTB0,True,67.25
G0S0E7,True,79.75
Q5M8L8,True,74.5
B6HNK5,True,83.5
W7LC91,True,84.44
W1QL91,True,72.56
G0SAK3,True,54.72
Q4WQ42,True,92.44
A2Q879,True,87.62
O14135,True,92.06
Q12291,True,85.25
Q99296,True,66.56
O60082,True,72.88
O74226,True,80.69
A2QTF1,True,97.06
Q9QZB9,True,81.81
Q9P7M9,True,79.38
Q6YFE4,True,89.38
P36076,True,63.91
P49012,True,94.62
A8YVZ9,True,95.75
O74978,True,73.19
Q99M87,True,74.25
B6Q1N3,True,87.75
P07250,True,81.56
B4E566,True,96.62
P41812,True,84.88
Q92574,True,62.06
Q2U0N3,True,97.69
P70097,True,90.31
G4MXJ9,True,93.31
P18631,True,84.75
Q8CQ97,True,97.12
Q88FY6,True,88.44
P73138,True,97.69
A0A3G9H2R5,True,82.19
Q9FKD6,True,80.38
A0A0A2IRW3,True,76.0
Q9HDZ9,True,94.69
P78963,True,92.88
Q5A1B0,True,95.19
U3H041,True,89.06
Q96HH6,True,91.38
Q9HEZ3,True,90.75
P46057,True,94.75
Q09693,True,86.75
C8VCP8,True,77.56
A2QGH7,True,89.88
Q0C8M0,True,97.0
O14036,True,91.0
O13897,True,73.19
J9VEC2,True,53.22
F6NVH9,True,84.12
P53877,True,78.75
Q09796,True,86.56
Q874C0,True,82.62
O43058,True,49.78
Q9VDE6,True,81.69
Q5B020,True,76.12
Q2UEX1,True,86.25
P89114,True,91.94
O42947,True,69.38
O42976,True,62.22
Q40153,True,83.06
O42636,True,78.44
Q9UTB0,True,72.56
Q09832,True,92.44
Q9UKM7,True,80.81
Q08925,True,74.12
P04817,True,80.62
P51791,True,80.0
A6VMA9,True,96.38
G4YEI5,True,95.25
E4ZUB5,True,93.31
Q9Y7Y3,True,81.12
D3ZSK5,True,88.38
A9WC41,True,94.88
Q0IHF9,True,71.25
O94481,True,63.97
Q07949,True,66.94
P21560,True,82.5
P35197,True,68.0
Q7SHI0,True,96.06
P31381,True,80.19
Q2MHH3,True,78.75
Q9HEG3,True,94.19
Q7RY68,True,71.38
Q0V6P9,True,95.5
G4NEE4,True,67.0
G3Y421,True,88.25
Q0CA25,True,89.06
P40991,True,73.56
Q9Y7J4,True,93.19
Q9US27,True,90.25
Q32PD0,True,83.69
G4NH08,True,92.88
Q4I6B0,True,93.19
O94401,True,88.88
P36101,True,85.06
Q5REX1,True,57.31
Q08930,True,81.19
P39457,True,88.88
P56812,True,74.25
Q711G3,True,93.62
Q8PNY6,True,97.0
Q0MW30,True,71.25
O74252,True,57.47
Q9HE88,True,71.81
Q01080,True,84.94
A0A2P1DP89,True,69.31
A0A2P1DP98,True,90.25
A0A2P1DP74,True,95.69
Q70DX9,True,88.31
Q5AUY0,True,93.44
Q09621,True,89.88
Q9FIY1,True,92.44
Q60J38,True,50.03
I1S3K8,True,93.62
Q10085,True,92.62
E9F8L9,True,95.25
Q8TUZ4,True,97.62
D7RJN5,True,84.5
A0QYC2,True,96.12
P80324,True,93.0
P53241,True,82.62
A0A0A2KDU4,True,89.81
P37261,True,97.5
P0DYD5,False,
A0A455LLV4,True,90.0
O43041,True,93.5
O74757,True,64.19
Q6CQE5,True,58.5
Q8TGM7,True,59.03
A7HU24,True,96.06
Q05998,True,84.88
Q4WI89,True,69.62
P20592,True,78.19
Q2UPB6,True,67.31
Q03419,True,88.06
Q8GWE1,True,93.75
P04146,True,75.19
A6KWR4,True,96.44
O59950,True,95.12
Q2KJ25,True,81.06
Q9SLA0,True,94.0
A0A5B8YU68,True,89.94
A2QYE5,True,95.44
Q9FEF8,True,81.38
P04323,True,76.62
F2SL81,True,82.5
B2KWH8,True,80.0
Q5BFH3,True,73.69
I1S0J7,True,89.12
Q2VWQ3,True,67.5
Q4WLT9,True,65.25
P0CX49,True,92.75
Q5ZKQ8,True,91.94
P34909,True,62.19
O94625,True,83.19
B6Q348,True,84.88
Q23449,True,74.94
Q3MHI3,True,73.19
D2XNR1,True,81.75
P35728,True,70.56
Q9SY00,True,92.12
P53052,True,93.19
P33277,True,77.19
A1DFA8,True,96.38
A2R6M7,True,92.94
P41819,True,89.81
Q9AT35,True,88.56
P17423,True,92.62
Q9UUD0,True,66.38
Q15427,True,73.19
B5XRB0,True,91.88
Q3T134,True,78.56
Q59516,True,97.06
Q9HE63,True,83.38
Q9C0T1,True,90.75
Q5B3G6,True,93.25
O74918,True,92.12
Q6TLK4,True,66.44
Q0WP96,True,96.44
A0A348HAY1,True,84.25
Q4WJ59,True,81.31
A0A081HJP9,True,94.94
Q6YNE9,True,94.56
A0A2I1BSX0,True,93.75
P33307,True,91.06
Q9P5X8,True,84.88
P41214,True,76.06
A0A1L1QK34,True,80.81
Q9WUS0,True,91.12
Q09895,True,85.44
Q9P6J7,True,86.62
A4QUF0,True,70.12
G4VQX9,True,96.0
Q9HDY4,True,72.0
P32379,True,91.25
Q67SJ9,True,83.88
Q9P7N4,True,91.12
O13890,True,95.75
Q0V340,True,74.75
